PID,ID,Name
TA0006-Credential Access (Enterprise),T1558.005-Ccache Files,Ccache Files
TA0006-Credential Access (Enterprise),T1539-Steal Web Session Cookie,Steal Web Session Cookie
TA0006-Credential Access (Enterprise),T1552-Unsecured Credentials,Unsecured Credentials
TA0006-Credential Access (Enterprise),T1552.001-Credentials In Files,Credentials In Files
TA0006-Credential Access (Enterprise),T1552.002-Credentials in Registry,Credentials in Registry
TA0006-Credential Access (Enterprise),T1552.003-Bash History,Bash History
TA0006-Credential Access (Enterprise),T1552.004-Private Keys,Private Keys
TA0006-Credential Access (Enterprise),T1552.005-Cloud Instance Metadata API,Cloud Instance Metadata API
TA0006-Credential Access (Enterprise),T1552.006-Group Policy Preferences,Group Policy Preferences
TA0006-Credential Access (Enterprise),T1552.007-Container API,Container API
TA0006-Credential Access (Enterprise),T1552.008-Chat Messages,Chat Messages
TA0042-Resource Development (Enterprise),T1650-Acquire Access,Acquire Access
TA0042-Resource Development (Enterprise),T1583-Acquire Infrastructure,Acquire Infrastructure
TA0042-Resource Development (Enterprise),T1583.001-Domains,Domains
TA0042-Resource Development (Enterprise),T1583.002-DNS Server,DNS Server
TA0042-Resource Development (Enterprise),T1583.003-Virtual Private Server,Virtual Private Server
TA0042-Resource Development (Enterprise),T1583.004-Server,Server
TA0042-Resource Development (Enterprise),T1583.005-Botnet,Botnet
TA0042-Resource Development (Enterprise),T1583.006-Web Services,Web Services
TA0042-Resource Development (Enterprise),T1583.007-Serverless,Serverless
TA0042-Resource Development (Enterprise),T1583.008-Malvertising,Malvertising
TA0042-Resource Development (Enterprise),T1586-Compromise Accounts,Compromise Accounts
TA0042-Resource Development (Enterprise),T1586.001-Social Media Accounts,Social Media Accounts
TA0042-Resource Development (Enterprise),T1586.002-Email Accounts,Email Accounts
TA0042-Resource Development (Enterprise),T1586.003-Cloud Accounts,Cloud Accounts
TA0042-Resource Development (Enterprise),T1584-Compromise Infrastructure,Compromise Infrastructure
TA0042-Resource Development (Enterprise),T1584.001-Domains,Domains
TA0042-Resource Development (Enterprise),T1584.002-DNS Server,DNS Server
TA0042-Resource Development (Enterprise),T1584.003-Virtual Private Server,Virtual Private Server
TA0042-Resource Development (Enterprise),T1584.004-Server,Server
TA0042-Resource Development (Enterprise),T1584.005-Botnet,Botnet
TA0042-Resource Development (Enterprise),T1584.006-Web Services,Web Services
TA0042-Resource Development (Enterprise),T1584.007-Serverless,Serverless
TA0042-Resource Development (Enterprise),T1584.008-Network Devices,Network Devices
TA0042-Resource Development (Enterprise),T1587-Develop Capabilities,Develop Capabilities
TA0042-Resource Development (Enterprise),T1587.001-Malware,Malware
TA0042-Resource Development (Enterprise),T1587.002-Code Signing Certificates,Code Signing Certificates
TA0042-Resource Development (Enterprise),T1587.003-Digital Certificates,Digital Certificates
TA0042-Resource Development (Enterprise),T1587.004-Exploits,Exploits
TA0042-Resource Development (Enterprise),T1585-Establish Accounts,Establish Accounts
TA0042-Resource Development (Enterprise),T1585.001-Social Media Accounts,Social Media Accounts
TA0042-Resource Development (Enterprise),T1585.002-Email Accounts,Email Accounts
TA0042-Resource Development (Enterprise),T1585.003-Cloud Accounts,Cloud Accounts
TA0042-Resource Development (Enterprise),T1588-Obtain Capabilities,Obtain Capabilities
TA0042-Resource Development (Enterprise),T1588.001-Malware,Malware
TA0042-Resource Development (Enterprise),T1588.002-Tool,Tool
TA0042-Resource Development (Enterprise),T1588.003-Code Signing Certificates,Code Signing Certificates
TA0042-Resource Development (Enterprise),T1588.004-Digital Certificates,Digital Certificates
TA0042-Resource Development (Enterprise),T1588.005-Exploits,Exploits
TA0042-Resource Development (Enterprise),T1588.006-Vulnerabilities,Vulnerabilities
TA0042-Resource Development (Enterprise),T1588.007-Artificial Intelligence,Artificial Intelligence
TA0042-Resource Development (Enterprise),T1608-Stage Capabilities,Stage Capabilities
TA0042-Resource Development (Enterprise),T1608.001-Upload Malware,Upload Malware
TA0042-Resource Development (Enterprise),T1608.002-Upload Tool,Upload Tool
TA0042-Resource Development (Enterprise),T1608.003-Install Digital Certificate,Install Digital Certificate
TA0042-Resource Development (Enterprise),T1608.004-Drive-by Target,Drive-by Target
TA0042-Resource Development (Enterprise),T1608.005-Link Target,Link Target
TA0042-Resource Development (Enterprise),T1608.006-SEO Poisoning,SEO Poisoning
TA0043-Reconnaissance (Enterprise),T1595-Active Scanning,Active Scanning
TA0043-Reconnaissance (Enterprise),T1595.001-Scanning IP Blocks,Scanning IP Blocks
TA0043-Reconnaissance (Enterprise),T1595.002-Vulnerability Scanning,Vulnerability Scanning
TA0043-Reconnaissance (Enterprise),T1595.003-Wordlist Scanning,Wordlist Scanning
TA0043-Reconnaissance (Enterprise),T1592-Gather Victim Host Information,Gather Victim Host Information
TA0043-Reconnaissance (Enterprise),T1592.001-Hardware,Hardware
TA0043-Reconnaissance (Enterprise),T1592.002-Software,Software
TA0043-Reconnaissance (Enterprise),T1592.003-Firmware,Firmware
TA0043-Reconnaissance (Enterprise),T1592.004-Client Configurations,Client Configurations
TA0043-Reconnaissance (Enterprise),T1589-Gather Victim Identity Information,Gather Victim Identity Information
TA0043-Reconnaissance (Enterprise),T1589.001-Credentials,Credentials
TA0043-Reconnaissance (Enterprise),T1589.002-Email Addresses,Email Addresses
TA0043-Reconnaissance (Enterprise),T1589.003-Employee Names,Employee Names
TA0043-Reconnaissance (Enterprise),T1590-Gather Victim Network Information,Gather Victim Network Information
TA0043-Reconnaissance (Enterprise),T1590.001-Domain Properties,Domain Properties
TA0043-Reconnaissance (Enterprise),T1590.002-DNS,DNS
TA0043-Reconnaissance (Enterprise),T1590.003-Network Trust Dependencies,Network Trust Dependencies
TA0043-Reconnaissance (Enterprise),T1590.004-Network Topology,Network Topology
TA0043-Reconnaissance (Enterprise),T1590.005-IP Addresses,IP Addresses
TA0043-Reconnaissance (Enterprise),T1590.006-Network Security Appliances,Network Security Appliances
TA0043-Reconnaissance (Enterprise),T1591-Gather Victim Org Information,Gather Victim Org Information
TA0043-Reconnaissance (Enterprise),T1591.001-Determine Physical Locations,Determine Physical Locations
TA0043-Reconnaissance (Enterprise),T1591.002-Business Relationships,Business Relationships
TA0043-Reconnaissance (Enterprise),T1591.003-Identify Business Tempo,Identify Business Tempo
TA0043-Reconnaissance (Enterprise),T1591.004-Identify Roles,Identify Roles
TA0043-Reconnaissance (Enterprise),T1598-Phishing for Information,Phishing for Information
TA0043-Reconnaissance (Enterprise),T1598.001-Spearphishing Service,Spearphishing Service
TA0043-Reconnaissance (Enterprise),T1598.002-Spearphishing Attachment,Spearphishing Attachment
TA0043-Reconnaissance (Enterprise),T1598.003-Spearphishing Link,Spearphishing Link
TA0043-Reconnaissance (Enterprise),T1598.004-Spearphishing Voice,Spearphishing Voice
TA0043-Reconnaissance (Enterprise),T1597-Search Closed Sources,Search Closed Sources
TA0043-Reconnaissance (Enterprise),T1597.001-Threat Intel Vendors,Threat Intel Vendors
TA0043-Reconnaissance (Enterprise),T1597.002-Purchase Technical Data,Purchase Technical Data
TA0043-Reconnaissance (Enterprise),T1596-Search Open Technical Databases,Search Open Technical Databases
TA0043-Reconnaissance (Enterprise),T1596.001-DNS/Passive DNS,DNS/Passive DNS
TA0043-Reconnaissance (Enterprise),T1596.002-WHOIS,WHOIS
TA0043-Reconnaissance (Enterprise),T1596.003-Digital Certificates,Digital Certificates
TA0043-Reconnaissance (Enterprise),T1596.004-CDNs,CDNs
TA0043-Reconnaissance (Enterprise),T1596.005-Scan Databases,Scan Databases
TA0043-Reconnaissance (Enterprise),T1593-Search Open Websites/Domains,Search Open Websites/Domains
TA0043-Reconnaissance (Enterprise),T1593.001-Social Media,Social Media
TA0043-Reconnaissance (Enterprise),T1593.002-Search Engines,Search Engines
TA0043-Reconnaissance (Enterprise),T1593.003-Code Repositories,Code Repositories
TA0043-Reconnaissance (Enterprise),T1594-Search Victim-Owned Websites,Search Victim-Owned Websites
TA0007-Discovery (Enterprise),T1087-Account Discovery,Account Discovery
TA0007-Discovery (Enterprise),T1087.001-Local Account,Local Account
TA0007-Discovery (Enterprise),T1087.002-Domain Account,Domain Account
TA0007-Discovery (Enterprise),T1087.003-Email Account,Email Account
TA0007-Discovery (Enterprise),T1087.004-Cloud Account,Cloud Account
TA0007-Discovery (Enterprise),T1010-Application Window Discovery,Application Window Discovery
TA0007-Discovery (Enterprise),T1217-Browser Information Discovery,Browser Information Discovery
TA0007-Discovery (Enterprise),T1580-Cloud Infrastructure Discovery,Cloud Infrastructure Discovery
TA0007-Discovery (Enterprise),T1538-Cloud Service Dashboard,Cloud Service Dashboard
TA0007-Discovery (Enterprise),T1526-Cloud Service Discovery,Cloud Service Discovery
TA0007-Discovery (Enterprise),T1619-Cloud Storage Object Discovery,Cloud Storage Object Discovery
TA0007-Discovery (Enterprise),T1613-Container and Resource Discovery,Container and Resource Discovery
TA0007-Discovery (Enterprise),T1622-Debugger Evasion,Debugger Evasion
TA0007-Discovery (Enterprise),T1652-Device Driver Discovery,Device Driver Discovery
TA0007-Discovery (Enterprise),T1482-Domain Trust Discovery,Domain Trust Discovery
TA0007-Discovery (Enterprise),T1083-File and Directory Discovery,File and Directory Discovery
TA0007-Discovery (Enterprise),T1615-Group Policy Discovery,Group Policy Discovery
TA0007-Discovery (Enterprise),T1654-Log Enumeration,Log Enumeration
TA0007-Discovery (Enterprise),T1046-Network Service Discovery,Network Service Discovery
TA0007-Discovery (Enterprise),T1135-Network Share Discovery,Network Share Discovery
TA0007-Discovery (Enterprise),T1040-Network Sniffing,Network Sniffing
TA0007-Discovery (Enterprise),T1201-Password Policy Discovery,Password Policy Discovery
TA0007-Discovery (Enterprise),T1120-Peripheral Device Discovery,Peripheral Device Discovery
TA0007-Discovery (Enterprise),T1069-Permission Groups Discovery,Permission Groups Discovery
TA0007-Discovery (Enterprise),T1069.001-Local Groups,Local Groups
TA0007-Discovery (Enterprise),T1069.002-Domain Groups,Domain Groups
TA0007-Discovery (Enterprise),T1069.003-Cloud Groups,Cloud Groups
TA0007-Discovery (Enterprise),T1057-Process Discovery,Process Discovery
TA0007-Discovery (Enterprise),T1012-Query Registry,Query Registry
TA0007-Discovery (Enterprise),T1018-Remote System Discovery,Remote System Discovery
TA0007-Discovery (Enterprise),T1518-Software Discovery,Software Discovery
TA0007-Discovery (Enterprise),T1518.001-Security Software Discovery,Security Software Discovery
TA0007-Discovery (Enterprise),T1082-System Information Discovery,System Information Discovery
TA0007-Discovery (Enterprise),T1614-System Location Discovery,System Location Discovery
TA0007-Discovery (Enterprise),T1614.001-System Language Discovery,System Language Discovery
TA0007-Discovery (Enterprise),T1016-System Network Configuration Discovery,System Network Configuration Discovery
TA0007-Discovery (Enterprise),T1016.001-Internet Connection Discovery,Internet Connection Discovery
TA0007-Discovery (Enterprise),T1016.002-Wi-Fi Discovery,Wi-Fi Discovery
TA0007-Discovery (Enterprise),T1049-System Network Connections Discovery,System Network Connections Discovery
TA0007-Discovery (Enterprise),T1033-System Owner/User Discovery,System Owner/User Discovery
TA0007-Discovery (Enterprise),T1007-System Service Discovery,System Service Discovery
TA0007-Discovery (Enterprise),T1124-System Time Discovery,System Time Discovery
TA0007-Discovery (Enterprise),T1673-Virtual Machine Discovery,Virtual Machine Discovery
TA0007-Discovery (Enterprise),T1497-Virtualization/Sandbox Evasion,Virtualization/Sandbox Evasion
TA0007-Discovery (Enterprise),T1497.001-System Checks,System Checks
TA0007-Discovery (Enterprise),T1497.002-User Activity Based Checks,User Activity Based Checks
TA0007-Discovery (Enterprise),T1497.003-Time Based Evasion,Time Based Evasion
TA0009-Collection (Enterprise),T1557-Adversary-in-the-Middle,Adversary-in-the-Middle
TA0009-Collection (Enterprise),T1557.001-LLMNR/NBT-NS Poisoning and SMB Relay,LLMNR/NBT-NS Poisoning and SMB Relay
TA0009-Collection (Enterprise),T1557.002-ARP Cache Poisoning,ARP Cache Poisoning
TA0009-Collection (Enterprise),T1557.003-DHCP Spoofing,DHCP Spoofing
TA0009-Collection (Enterprise),T1557.004-Evil Twin,Evil Twin
TA0009-Collection (Enterprise),T1560-Archive Collected Data,Archive Collected Data
TA0009-Collection (Enterprise),T1560.001-Archive via Utility,Archive via Utility
TA0009-Collection (Enterprise),T1560.002-Archive via Library,Archive via Library
TA0009-Collection (Enterprise),T1560.003-Archive via Custom Method,Archive via Custom Method
TA0009-Collection (Enterprise),T1123-Audio Capture,Audio Capture
TA0009-Collection (Enterprise),T1119-Automated Collection,Automated Collection
TA0009-Collection (Enterprise),T1185-Browser Session Hijacking,Browser Session Hijacking
TA0009-Collection (Enterprise),T1115-Clipboard Data,Clipboard Data
TA0009-Collection (Enterprise),T1530-Data from Cloud Storage,Data from Cloud Storage
TA0009-Collection (Enterprise),T1602-Data from Configuration Repository,Data from Configuration Repository
TA0009-Collection (Enterprise),T1602.001-SNMP (MIB Dump),SNMP (MIB Dump)
TA0009-Collection (Enterprise),T1602.002-Network Device Configuration Dump,Network Device Configuration Dump
TA0009-Collection (Enterprise),T1213-Data from Information Repositories,Data from Information Repositories
TA0009-Collection (Enterprise),T1213.001-Confluence,Confluence
TA0009-Collection (Enterprise),T1213.002-Sharepoint,Sharepoint
TA0009-Collection (Enterprise),T1213.003-Code Repositories,Code Repositories
TA0009-Collection (Enterprise),T1213.004-Customer Relationship Management Software,Customer Relationship Management Software
TA0009-Collection (Enterprise),T1213.005-Messaging Applications,Messaging Applications
TA0009-Collection (Enterprise),T1005-Data from Local System,Data from Local System
TA0009-Collection (Enterprise),T1039-Data from Network Shared Drive,Data from Network Shared Drive
TA0009-Collection (Enterprise),T1025-Data from Removable Media,Data from Removable Media
TA0009-Collection (Enterprise),T1074-Data Staged,Data Staged
TA0009-Collection (Enterprise),T1074.001-Local Data Staging,Local Data Staging
TA0009-Collection (Enterprise),T1074.002-Remote Data Staging,Remote Data Staging
TA0009-Collection (Enterprise),T1114-Email Collection,Email Collection
TA0009-Collection (Enterprise),T1114.001-Local Email Collection,Local Email Collection
TA0009-Collection (Enterprise),T1114.002-Remote Email Collection,Remote Email Collection
TA0009-Collection (Enterprise),T1114.003-Email Forwarding Rule,Email Forwarding Rule
TA0009-Collection (Enterprise),T1056-Input Capture,Input Capture
TA0009-Collection (Enterprise),T1056.001-Keylogging,Keylogging
TA0009-Collection (Enterprise),T1056.002-GUI Input Capture,GUI Input Capture
TA0009-Collection (Enterprise),T1056.003-Web Portal Capture,Web Portal Capture
TA0009-Collection (Enterprise),T1056.004-Credential API Hooking,Credential API Hooking
TA0009-Collection (Enterprise),T1113-Screen Capture,Screen Capture
TA0009-Collection (Enterprise),T1125-Video Capture,Video Capture
TA0040-Impact (Enterprise),T1531-Account Access Removal,Account Access Removal
TA0040-Impact (Enterprise),T1485-Data Destruction,Data Destruction
TA0040-Impact (Enterprise),T1485.001-Lifecycle-Triggered Deletion,Lifecycle-Triggered Deletion
TA0040-Impact (Enterprise),T1486-Data Encrypted for Impact,Data Encrypted for Impact
TA0040-Impact (Enterprise),T1565-Data Manipulation,Data Manipulation
TA0040-Impact (Enterprise),T1565.001-Stored Data Manipulation,Stored Data Manipulation
TA0040-Impact (Enterprise),T1565.002-Transmitted Data Manipulation,Transmitted Data Manipulation
TA0040-Impact (Enterprise),T1565.003-Runtime Data Manipulation,Runtime Data Manipulation
TA0040-Impact (Enterprise),T1491-Defacement,Defacement
TA0040-Impact (Enterprise),T1491.001-Internal Defacement,Internal Defacement
TA0040-Impact (Enterprise),T1491.002-External Defacement,External Defacement
TA0040-Impact (Enterprise),T1561-Disk Wipe,Disk Wipe
TA0040-Impact (Enterprise),T1561.001-Disk Content Wipe,Disk Content Wipe
TA0040-Impact (Enterprise),T1561.002-Disk Structure Wipe,Disk Structure Wipe
TA0040-Impact (Enterprise),T1667-Email Bombing,Email Bombing
TA0040-Impact (Enterprise),T1499-Endpoint Denial of Service,Endpoint Denial of Service
TA0040-Impact (Enterprise),T1499.001-OS Exhaustion Flood,OS Exhaustion Flood
TA0040-Impact (Enterprise),T1499.002-Service Exhaustion Flood,Service Exhaustion Flood
TA0040-Impact (Enterprise),T1499.003-Application Exhaustion Flood,Application Exhaustion Flood
TA0040-Impact (Enterprise),T1499.004-Application or System Exploitation,Application or System Exploitation
TA0040-Impact (Enterprise),T1657-Financial Theft,Financial Theft
TA0040-Impact (Enterprise),T1495-Firmware Corruption,Firmware Corruption
TA0040-Impact (Enterprise),T1490-Inhibit System Recovery,Inhibit System Recovery
TA0040-Impact (Enterprise),T1498-Network Denial of Service,Network Denial of Service
TA0040-Impact (Enterprise),T1498.001-Direct Network Flood,Direct Network Flood
TA0040-Impact (Enterprise),T1498.002-Reflection Amplification,Reflection Amplification
TA0040-Impact (Enterprise),T1496-Resource Hijacking,Resource Hijacking
TA0040-Impact (Enterprise),T1496.001-Compute Hijacking,Compute Hijacking
TA0040-Impact (Enterprise),T1496.002-Bandwidth Hijacking,Bandwidth Hijacking
TA0040-Impact (Enterprise),T1496.003-SMS Pumping,SMS Pumping
TA0040-Impact (Enterprise),T1496.004-Cloud Service Hijacking,Cloud Service Hijacking
TA0040-Impact (Enterprise),T1489-Service Stop,Service Stop
TA0040-Impact (Enterprise),T1529-System Shutdown/Reboot,System Shutdown/Reboot
TA0027-Initial Access (Mobile),T1661-Application Versioning,Application Versioning
TA0027-Initial Access (Mobile),T1456-Drive-By Compromise,Drive-By Compromise
TA0027-Initial Access (Mobile),T1664-Exploitation for Initial Access,Exploitation for Initial Access
TA0027-Initial Access (Mobile),T1461-Lockscreen Bypass,Lockscreen Bypass
TA0027-Initial Access (Mobile),T1660-Phishing,Phishing
TA0027-Initial Access (Mobile),T1458-Replication Through Removable Media,Replication Through Removable Media
TA0027-Initial Access (Mobile),T1451-SIM Card Swap,SIM Card Swap
TA0027-Initial Access (Mobile),T1474-Supply Chain Compromise,Supply Chain Compromise
TA0027-Initial Access (Mobile),T1474.001-Compromise Software Dependencies and Development Tools,Compromise Software Dependencies and Development Tools
TA0027-Initial Access (Mobile),T1474.002-Compromise Hardware Supply Chain,Compromise Hardware Supply Chain
TA0027-Initial Access (Mobile),T1474.003-Compromise Software Supply Chain,Compromise Software Supply Chain
TA0041-Execution (Mobile),T1623-Command and Scripting Interpreter,Command and Scripting Interpreter
TA0041-Execution (Mobile),T1623.001-Unix Shell,Unix Shell
TA0041-Execution (Mobile),T1658-Exploitation for Client Execution,Exploitation for Client Execution
TA0041-Execution (Mobile),T1575-Native API,Native API
TA0041-Execution (Mobile),T1603-Scheduled Task/Job,Scheduled Task/Job
TA0028-Persistence (Mobile),T1398-Boot or Logon Initialization Scripts,Boot or Logon Initialization Scripts
TA0028-Persistence (Mobile),T1577-Compromise Application Executable,Compromise Application Executable
TA0028-Persistence (Mobile),T1645-Compromise Client Software Binary,Compromise Client Software Binary
TA0028-Persistence (Mobile),T1624-Event Triggered Execution,Event Triggered Execution
TA0028-Persistence (Mobile),T1624.001-Broadcast Receivers,Broadcast Receivers
TA0028-Persistence (Mobile),T1541-Foreground Persistence,Foreground Persistence
TA0028-Persistence (Mobile),T1625-Hijack Execution Flow,Hijack Execution Flow
TA0028-Persistence (Mobile),T1625.001-System Runtime API Hijacking,System Runtime API Hijacking
TA0028-Persistence (Mobile),T1603-Scheduled Task/Job,Scheduled Task/Job
TA0029-Privilege Escalation (Mobile),T1626-Abuse Elevation Control Mechanism,Abuse Elevation Control Mechanism
TA0029-Privilege Escalation (Mobile),T1626.001-Device Administrator Permissions,Device Administrator Permissions
TA0029-Privilege Escalation (Mobile),T1404-Exploitation for Privilege Escalation,Exploitation for Privilege Escalation
TA0029-Privilege Escalation (Mobile),T1631-Process Injection,Process Injection
TA0029-Privilege Escalation (Mobile),T1631.001-Ptrace System Calls,Ptrace System Calls
TA0030-Defense Evasion (Mobile),T1661-Application Versioning,Application Versioning
TA0030-Defense Evasion (Mobile),T1407-Download New Code at Runtime,Download New Code at Runtime
TA0030-Defense Evasion (Mobile),T1627-Execution Guardrails,Execution Guardrails
TA0030-Defense Evasion (Mobile),T1627.001-Geofencing,Geofencing
TA0030-Defense Evasion (Mobile),T1541-Foreground Persistence,Foreground Persistence
TA0030-Defense Evasion (Mobile),T1628-Hide Artifacts,Hide Artifacts
TA0030-Defense Evasion (Mobile),T1628.001-Suppress Application Icon,Suppress Application Icon
TA0030-Defense Evasion (Mobile),T1628.002-User Evasion,User Evasion
TA0030-Defense Evasion (Mobile),T1628.003-Conceal Multimedia Files,Conceal Multimedia Files
TA0030-Defense Evasion (Mobile),T1617-Hooking,Hooking
TA0030-Defense Evasion (Mobile),T1629-Impair Defenses,Impair Defenses
TA0030-Defense Evasion (Mobile),T1629.001-Prevent Application Removal,Prevent Application Removal
TA0030-Defense Evasion (Mobile),T1629.002-Device Lockout,Device Lockout
TA0030-Defense Evasion (Mobile),T1629.003-Disable or Modify Tools,Disable or Modify Tools
TA0030-Defense Evasion (Mobile),T1630-Indicator Removal on Host,Indicator Removal on Host
TA0030-Defense Evasion (Mobile),T1630.001-Uninstall Malicious Application,Uninstall Malicious Application
TA0030-Defense Evasion (Mobile),T1630.002-File Deletion,File Deletion
TA0030-Defense Evasion (Mobile),T1630.003-Disguise Root/Jailbreak Indicators,Disguise Root/Jailbreak Indicators
TA0030-Defense Evasion (Mobile),T1516-Input Injection,Input Injection
TA0030-Defense Evasion (Mobile),T1655-Masquerading,Masquerading
TA0030-Defense Evasion (Mobile),T1655.001-Match Legitimate Name or Location,Match Legitimate Name or Location
TA0030-Defense Evasion (Mobile),T1575-Native API,Native API
TA0030-Defense Evasion (Mobile),T1406-Obfuscated Files or Information,Obfuscated Files or Information
TA0030-Defense Evasion (Mobile),T1406.001-Steganography,Steganography
TA0030-Defense Evasion (Mobile),T1406.002-Software Packing,Software Packing
TA0030-Defense Evasion (Mobile),T1631-Process Injection,Process Injection
TA0030-Defense Evasion (Mobile),T1631.001-Ptrace System Calls,Ptrace System Calls
TA0030-Defense Evasion (Mobile),T1604-Proxy Through Victim,Proxy Through Victim
TA0030-Defense Evasion (Mobile),T1632-Subvert Trust Controls,Subvert Trust Controls
TA0030-Defense Evasion (Mobile),T1632.001-Code Signing Policy Modification,Code Signing Policy Modification
TA0030-Defense Evasion (Mobile),T1670-Virtualization Solution,Virtualization Solution
TA0030-Defense Evasion (Mobile),T1633-Virtualization/Sandbox Evasion,Virtualization/Sandbox Evasion
TA0030-Defense Evasion (Mobile),T1633.001-System Checks,System Checks
TA0031-Credential Access (Mobile),T1517-Access Notifications,Access Notifications
TA0031-Credential Access (Mobile),T1414-Clipboard Data,Clipboard Data
TA0031-Credential Access (Mobile),T1634-Credentials from Password Store,Credentials from Password Store
TA0031-Credential Access (Mobile),T1634.001-Keychain,Keychain
TA0031-Credential Access (Mobile),T1417-Input Capture,Input Capture
TA0031-Credential Access (Mobile),T1417.001-Keylogging,Keylogging
TA0031-Credential Access (Mobile),T1417.002-GUI Input Capture,GUI Input Capture
TA0031-Credential Access (Mobile),T1635-Steal Application Access Token,Steal Application Access Token
TA0031-Credential Access (Mobile),T1635.001-URI Hijacking,URI Hijacking
TA0032-Discovery (Mobile),T1420-File and Directory Discovery,File and Directory Discovery
TA0032-Discovery (Mobile),T1430-Location Tracking,Location Tracking
TA0032-Discovery (Mobile),T1430.001-Remote Device Management Services,Remote Device Management Services
TA0032-Discovery (Mobile),T1430.002-Impersonate SS7 Nodes,Impersonate SS7 Nodes
TA0032-Discovery (Mobile),T1423-Network Service Scanning,Network Service Scanning
TA0032-Discovery (Mobile),T1424-Process Discovery,Process Discovery
TA0032-Discovery (Mobile),T1418-Software Discovery,Software Discovery
TA0032-Discovery (Mobile),T1418.001-Security Software Discovery,Security Software Discovery
TA0032-Discovery (Mobile),T1426-System Information Discovery,System Information Discovery
TA0032-Discovery (Mobile),T1422-System Network Configuration Discovery,System Network Configuration Discovery
TA0032-Discovery (Mobile),T1422.001-Internet Connection Discovery,Internet Connection Discovery
TA0032-Discovery (Mobile),T1422.002-Wi-Fi Discovery,Wi-Fi Discovery
TA0032-Discovery (Mobile),T1421-System Network Connections Discovery,System Network Connections Discovery
TA0033-Lateral Movement (Mobile),T1428-Exploitation of Remote Services,Exploitation of Remote Services
TA0033-Lateral Movement (Mobile),T1458-Replication Through Removable Media,Replication Through Removable Media
TA0035-Collection (Mobile),T1517-Access Notifications,Access Notifications
TA0035-Collection (Mobile),T1638-Adversary-in-the-Middle,Adversary-in-the-Middle
TA0035-Collection (Mobile),T1532-Archive Collected Data,Archive Collected Data
TA0035-Collection (Mobile),T1429-Audio Capture,Audio Capture
TA0035-Collection (Mobile),T1616-Call Control,Call Control
TA0035-Collection (Mobile),T1414-Clipboard Data,Clipboard Data
TA0035-Collection (Mobile),T1533-Data from Local System,Data from Local System
TA0035-Collection (Mobile),T1417-Input Capture,Input Capture
TA0035-Collection (Mobile),T1417.001-Keylogging,Keylogging
TA0035-Collection (Mobile),T1417.002-GUI Input Capture,GUI Input Capture
TA0035-Collection (Mobile),T1430-Location Tracking,Location Tracking
TA0035-Collection (Mobile),T1430.001-Remote Device Management Services,Remote Device Management Services
TA0035-Collection (Mobile),T1430.002-Impersonate SS7 Nodes,Impersonate SS7 Nodes
TA0035-Collection (Mobile),T1636-Protected User Data,Protected User Data
TA0035-Collection (Mobile),T1636.001-Calendar Entries,Calendar Entries
TA0035-Collection (Mobile),T1636.002-Call Log,Call Log
TA0035-Collection (Mobile),T1636.003-Contact List,Contact List
TA0035-Collection (Mobile),T1636.004-SMS Messages,SMS Messages
TA0035-Collection (Mobile),T1513-Screen Capture,Screen Capture
TA0035-Collection (Mobile),T1409-Stored Application Data,Stored Application Data
TA0035-Collection (Mobile),T1512-Video Capture,Video Capture
TA0037-Command and Control (Mobile),T1437-Application Layer Protocol,Application Layer Protocol
TA0037-Command and Control (Mobile),T1437.001-Web Protocols,Web Protocols
TA0037-Command and Control (Mobile),T1616-Call Control,Call Control
TA0037-Command and Control (Mobile),T1637-Dynamic Resolution,Dynamic Resolution
TA0037-Command and Control (Mobile),T1637.001-Domain Generation Algorithms,Domain Generation Algorithms
TA0037-Command and Control (Mobile),T1521-Encrypted Channel,Encrypted Channel
TA0037-Command and Control (Mobile),T1521.001-Symmetric Cryptography,Symmetric Cryptography
TA0037-Command and Control (Mobile),T1521.002-Asymmetric Cryptography,Asymmetric Cryptography
TA0037-Command and Control (Mobile),T1521.003-SSL Pinning,SSL Pinning
TA0037-Command and Control (Mobile),T1544-Ingress Tool Transfer,Ingress Tool Transfer
TA0037-Command and Control (Mobile),T1509-Non-Standard Port,Non-Standard Port
TA0037-Command and Control (Mobile),T1644-Out of Band Data,Out of Band Data
TA0037-Command and Control (Mobile),T1663-Remote Access Software,Remote Access Software
TA0037-Command and Control (Mobile),T1481-Web Service,Web Service
TA0037-Command and Control (Mobile),T1481.001-Dead Drop Resolver,Dead Drop Resolver
TA0037-Command and Control (Mobile),T1481.002-Bidirectional Communication,Bidirectional Communication
TA0037-Command and Control (Mobile),T1481.003-One-Way Communication,One-Way Communication
TA0036-Exfiltration (Mobile),T1639-Exfiltration Over Alternative Protocol,Exfiltration Over Alternative Protocol
TA0036-Exfiltration (Mobile),T1639.001-Exfiltration Over Unencrypted Non-C2 Protocol,Exfiltration Over Unencrypted Non-C2 Protocol
TA0036-Exfiltration (Mobile),T1646-Exfiltration Over C2 Channel,Exfiltration Over C2 Channel
TA0034-Impact (Mobile),T1640-Account Access Removal,Account Access Removal
TA0034-Impact (Mobile),T1616-Call Control,Call Control
TA0034-Impact (Mobile),T1662-Data Destruction,Data Destruction
TA0034-Impact (Mobile),T1471-Data Encrypted for Impact,Data Encrypted for Impact
TA0034-Impact (Mobile),T1641-Data Manipulation,Data Manipulation
